Община,Училище,БЕЛ-УЧ 24,БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ 23,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ 21,МАТ-УЧ 21,МАТ 21
ЯМБОЛ,ПМГ Атанас Радев,98.0,63.39,97.0,51.79,92.0,63.31,91.0,49.75,99.0,"60,98",99.0,"58,43",97.0,"57,18",97.0,"41,61"
ЯМБОЛ,Езикова гимназия Васил Карагьозов,66.0,56.42,66.0,25.59,74.0,58.55,73.0,31.39,75.0,46,75.0,"21,21",58.0,"52,17",58.0,"23,76"
ЯМБОЛ,Спортно училище Пиер дьо Кубертен,9.0,46.28,10.0,40.55,13.0,46.73,12.0,31.48,10.0,"31,9",10.0,"32,4",10.0,"38,9",9.0,"34,33"
ЯМБОЛ,Професионална техническа гимназия Иван Райнов,63.0,37.45,63.0,19.26,62.0,35.26,62.0,22.46,51.0,"26,41",51.0,"19,51",58.0,"36,29",58.0,"31,95"
ЯМБОЛ,ПГ по икономика Георги Стойков Раковски,35.0,42.01,35.0,52.03,51.0,39.32,51.0,20.5,48.0,"31,77",48.0,"21,11",44.0,"43,75",44.0,"37,98"
ЯМБОЛ,ПГ по туризъм Алеко Константинов,41.0,33.61,41.0,30.0,42.0,33.0,42.0,18.48,33.0,"20,79",33.0,"24,3",31.0,"24,35",29.0,"14,21"
ЯМБОЛ,ПГ по земеделие Христо Ботев,50.0,23.25,47.0,31.91,28.0,33.5,32.0,31.88,52.0,"32,63",54.0,"44,89",43.0,"31,93",43.0,"34,88"
ЯМБОЛ,Гимназия по строителство и архитектура графика и дизайн Кольо Фичето,84.0,54.83,84.0,55.43,77.0,44.58,77.0,46.0,63.0,41,64.0,"30,41",52.0,"43,73",53.0,"61,42"
ЯМБОЛ,ПГ по подемна строителна и транспортна техника Никола Й Вапцаров,52.0,15.37,44.0,15.84,53.0,25.4,51.0,38.83,48.0,"20,73",50.0,"26,25",39.0,"19,74",39.0,"33,33"
ЯМБОЛ,ПГ по лека промишленост екология и химични технологии,47.0,24.34,50.0,29.27,49.0,22.01,45.0,19.03,49.0,"27,49",48.0,"36,53",57.0,"18,26",54.0,"25,26"
БОЛЯРОВО,СУ Д-р Петър Берон,16.0,27.34,16.0,24.63,9.0,31.0,9.0,24.44,13.0,"41,92",13.0,"40,06",4.0,"35,5",4.0,44
ЕЛХОВО,Профилирана гимназия Св Климент Охридски,47.0,54.37,47.0,60.32,46.0,51.9,46.0,61.97,45.0,"53,71",45.0,"72,34",50.0,"47,32",50.0,"74,86"
ЕЛХОВО,ПГ Стефан Караджа,34.0,39.99,35.0,44.01,37.0,43.59,36.0,33.31,42.0,"20,83",42.0,"45,27",39.0,28,42.0,"32,48"
ЕЛХОВО,ПГ по механизация на селското стопанство Ернесто Че Гевара,19.0,48.79,19.0,57.89,25.0,37.86,26.0,59.85,29.0,"18,66",28.0,"54,57",25.0,"25,44",25.0,"47,84"
СТРАЛДЖА,СУ Пейо Крачолов Яворов,15.0,29.93,15.0,36.27,28.0,39.61,26.0,46.46,28.0,"40,21",28.0,"46,2",39.0,"44,33",38.0,"51,74"
ТУНДЖА,СУ Св Паисий Хилендарски,10.0,23.15,9.0,18.67,12.0,32.88,11.0,18.2,12.0,"16,25",12.0,"15,67",11.0,"20,36",11.0,"12,36"
ТУНДЖА,ОУ Васил Левски,7.0,38.36,6.0,51.5,7.0,34.57,7.0,48.04,11.0,"24,73",11.0,"41,8",7.0,"13,43",7.0,"10,86"
ЧУЖБИНА,Българско СУ Христо Ботев,5.0,42.4,4.0,17.38,4.0,36.88,4.0,20.31,8.0,"32,38",7.0,"30,07",9.0,"42,78",9.0,"16,78"
ЧУЖБИНА,Българско СУ Д-р Петър Берон,6.0,51.4,5.0,57.8,9.0,52.44,9.0,38.39,16.0,"41,69",15.0,"46,25",12.0,"54,25",12.0,"49,92"
СОФИЯ,Национално музикално училище Любомир Пипков,70.0,56.1,69.0,28.43,65.0,58.58,62.0,32.81,77.0,"54,9",75.0,"30,32",75.0,"52,37",73.0,"28,77"
ПЛОВДИВ,Национално училище за музикално и танцово изкуство Добрин Петков,8.0,59.5,1.0,68.0,1.0,67.5,,,,,,,14.0,"59,21",8.0,"26,63"
БУРГАС,Национално училище за музикално и сценично изкуство Проф Панчо Владигеров,51.0,59.68,48.0,27.63,50.0,52.81,50.0,28.67,54.0,"46,72",54.0,"28,85",47.0,"54,11",47.0,"23,02"
СТАРА ЗАГОРА,Национално училище за музикални и сценични изкуства Христина Морфова,23.0,43.48,23.0,16.91,27.0,40.83,24.0,16.42,40.0,"42,53",38.0,"22,03",18.0,"53,67",18.0,"16,94"
РУСЕ,НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ПРОФ ВЕСЕЛИН СТОЯНОВ,41.0,52.49,41.0,21.59,46.0,52.71,47.0,20.55,47.0,"46,81",47.0,"23,3",48.0,"45,63",46.0,"20,13"
ВАРНА,НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ДОБРИ ХРИСТОВ,77.0,62.42,75.0,29.11,65.0,56.65,65.0,32.62,76.0,"52,17",76.0,"26,61",71.0,"48,2",70.0,"22,36"
ПЛЕВЕН,Национално училище по изкуствата Панайот Пипков,59.0,54.47,60.0,24.82,57.0,53.31,57.0,20.06,42.0,"47,69",40.0,"28,64",54.0,"48,74",54.0,"20,28"
КОТЕЛ,Национално училище за фолклорни изкуства Филип Кутев,33.0,42.55,33.0,42.59,28.0,41.23,28.0,18.63,30.0,"40,5",30.0,"62,45",36.0,"37,53",36.0,"20,44"
СМОЛЯН,Национално училище за фолклорни изкуства Широка лъка,16.0,44.47,16.0,23.88,22.0,44.0,22.0,23.57,15.0,"37,27",15.0,"13,85",5.0,"52,6",5.0,"27,4"
СОФИЯ,Национално училище за танцово изкуство,72.0,51.15,72.0,19.1,67.0,46.92,67.0,24.6,76.0,"42,76",74.0,"24,89",54.0,"51,48",54.0,"21,52"
ПЛОВДИВ,Национална гимназия за сценични и екранни изкуства,45.0,56.71,4.0,30.13,46.0,52.21,6.0,25.63,48.0,"46,81",47.0,"19,77",48.0,"45,9",47.0,"16,64"
СОФИЯ,Национално училище за изящни изкуства Илия Петров,51.0,62.61,49.0,39.88,52.0,62.18,52.0,46.84,55.0,"54,24",54.0,"53,36",51.0,"52,73",51.0,"26,63"
ПЛОВДИВ,Национална художествена гимназия Цанко Лавренов,39.0,53.78,27.0,28.96,59.0,54.59,53.0,29.25,55.0,"52,4",53.0,"30,98",50.0,"49,36",44.0,"21,36"
СОФИЯ,НАЦИОНАЛНА ГИМНАЗИЯ ЗА ПРИЛОЖНИ ИЗКУСТВА СВЕТИ ЛУКА - СОФИЯ,98.0,61.49,93.0,28.67,96.0,56.85,92.0,25.25,97.0,"56,03",93.0,"30,82",98.0,"55,08",97.0,"28,77"
ТРОЯН,Национално училище за приложни изкуства Проф Венко Колев,27.0,53.59,27.0,22.17,27.0,52.54,27.0,23.33,23.0,"45,83",23.0,"28,59",22.0,46,22.0,"19,09"
ТРЯВНА,НАЦИОНАЛНА ГИМНАЗИЯ ЗА ПРИЛОЖНИ ИЗКУСТВА ТРЕВНЕНСКА ШКОЛА,23.0,55.48,23.0,23.35,34.0,46.25,34.0,16.95,22.0,"39,18",22.0,"18,16",25.0,"43,28",25.0,"22,08"
СЛИВЕН,Национална художествена гимназия Димитър Добрович,27.0,59.59,27.0,35.83,27.0,57.33,27.0,32.88,21.0,"44,95",21.0,"23,12",25.0,"45,68",25.0,"23,56"
КАЗАНЛЪК,Национално училище по пластични изкуства и дизайн Академик Дечко Узунов,50.0,53.17,50.0,22.92,50.0,43.05,50.0,22.56,48.0,"45,63",48.0,"24,87",47.0,"50,62",47.0,"20,98"
СМОЛЯН,ПГ за приложни изкуства,14.0,42.39,14.0,25.96,15.0,42.97,14.0,14.54,6.0,41,7.0,"24,71",8.0,"31,13",7.0,"14,86"
РОМАН,ПГ по каменообработване,6.0,25.67,6.0,22.67,4.0,22.63,4.0,23.0,4.0,"24,75",4.0,"43,06",4.0,"14,75",4.0,36
СОФИЯ,Национална професионална гимназия по полиграфия и фотография,124.0,58.0,125.0,24.08,104.0,56.89,104.0,24.01,108.0,"49,47",108.0,"26,11",104.0,"53,18",100.0,"21,01"
СОФИЯ,Национален учебен комплекс по култура с лицей за изучаване на италиански език и култура с участието на Република Италия,52.0,64.93,44.0,52.93,54.0,69.58,53.0,53.91,51.0,"61,27",51.0,"56,99",50.0,"63,78",49.0,"42,43"
СОФИЯ,Национална гимназия за древни езици и култури Константин Кирил Философ,76.0,75.3,73.0,44.66,77.0,76.23,77.0,43.16,73.0,"67,32",71.0,"35,99",77.0,"68,44",76.0,"32,5"
